#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-04T22:56:07 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63dee04aa90d1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/506/150&tab:{J/MNRAS/506/150/stars}&key:source=J/MNRAS/506/150/stars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/506/150/stars
#-order=I
#-out=GALAH
#-out=Flagsp
#Flagsp=32
#-out=Teff
#-out=logg
#-out=[Fe/H]
#

#RESOURCE=yCat_75060150
#Name: J/MNRAS/506/150
#Title: The GALAH+ Survey DR3 (Buder+, 2021)
#Coosys	H_2015.500:	ICRS
#Table	J_MNRAS_506_150_stars:
#Name: J/MNRAS/506/150/stars
#Title: GALAH DR3 main all stars
#Column	GALAH	(I15)	GALAH identifier (sobject_id)	[ucd=meta.id;meta.main]
#Column	Flagsp	(I4)	Stellar parameter quality flag (flag_sp) (1)	[ucd=meta.code]
#Column	Teff	(F7.2)	? Spectroscopic effective temperature (used for fitting) (teff)	[ucd=phys.temperature.effective]
#Column	logg	(F9.6)	? Surface gravity (not fitted via spectra if wg4_pipeline not free) (logg)	[ucd=phys.gravity]
#Column	[Fe/H]	(F9.6)	? Fe atomic abundance from Fe lines (final, 1D-NLTE) (fe_h)	[ucd=phys.abund.Fe]
GALAH;Flagsp;Teff;logg;[Fe/H]
151231002601093;  32;5844.48; 3.955940;-0.559391
151231002601155;  32;5814.36; 4.036120;-0.329558
151231002601194;  32;5697.38; 4.072945;-0.531379
151231002601264;  32;6090.00; 3.777906;-0.541320
151231002601304;  32;6173.94; 3.895504;-0.831172
151231003201145;  32;6750.55; 3.900700;-1.505444
151231003201289;  32;6175.74; 4.064102;-0.180407
151231003201320;  32;5730.12; 3.828974;-0.257020
151231003701265;  32;6606.18; 4.006502;-0.297969
151231003701375;  32;6858.09; 3.716947;-0.923214
151231004301052;  32;5679.45; 3.840291; 0.099020
151231004901033;  32;6233.61; 3.777197;-0.926446
151231004901071;  32;5852.74; 3.679111;-0.483875
151231004901084;  32;5726.94; 3.901884;-0.502006
151231004901123;  32;5998.89; 3.396632;-0.133376
151231004901289;  32;5355.58; 2.938831;-0.124520
160106001601095;  32;5499.27; 4.210584; 0.063897
160106001601208;  32;6130.39; 4.266987;-0.386209
160106001601278;  32;6110.65; 4.227603;-0.194972
160106002101175;  32;5675.77; 4.056389;-0.753897
160106002101202;  32;5802.13; 3.674541;-0.083636
160106002101362;  32;6324.61; 3.971988;-0.647571
160106002601061;  32;5565.65; 4.033963;-0.551146
160106002601069;  32;5996.49; 3.875803;-0.562887
160106002601107;  32;6563.01; 3.842718;-1.106621
160106002601298;  32;6115.75; 3.596176;-0.764236
160106002601371;  32;6323.00; 3.782631;-0.963591
160106002601390;  32;6185.08; 3.780988;-0.516625
160106003101105;  32;5162.24; 3.407719;-0.531743
160106003601001;  32;5669.63; 4.100922;-0.823007
160106003601132;  32;5249.08; 4.153373; 0.145007
160106003601256;  32;5948.03; 4.045749;-0.244570
160106004101072;  32;6079.13; 3.796916;-1.243998
160106004101399;  32;5976.06; 4.063384;-0.319195
160107001601077;  32;5659.37; 4.142177;-0.030481
160107001601104;  32;5802.66; 4.231040; 0.347606
160107001601152;  32;5926.22; 4.092675;-0.780544
160107001601161;  32;6246.12; 3.856619;-0.733214
160107001601168;  32;6295.70; 3.552520;-0.677626
160107002101006;  32;6032.41; 4.014456;-0.698417
160107002101104;  32;5760.63; 3.810231;-0.839781
160107002601159;  32;5761.62; 4.052567;-0.286341
160107002601193;  32;5816.83; 4.102704;-0.519218
160107002601303;  32;6308.02; 3.898758;-1.117892
160107003101119;  32;6051.60; 4.022979;-0.534567
160107003601191;  32;5605.38; 4.032075;-0.371453
160107003601242;  32;5730.88; 3.366576;-0.491390
160107003601289;  32;6126.65; 3.956133;-0.693760
160107003601369;  32;5494.38; 4.199490; 0.014713
160107004101225;  32;5544.44; 4.247235;-0.255831
160107004101348;  32;5971.39; 4.156451;-0.127370
160108002001012;  32;6567.01; 3.888384;-0.444972
160108002001161;  32;6098.15; 3.848801;-0.415778
160108002601059;  32;6269.26; 4.053365;-0.233851
160108002601098;  32;6297.90; 3.658359;-0.000595
160108003101011;  32;5779.03; 3.893535;-0.405362
160108003101126;  32;5527.33; 3.982961;-0.097707
160108003601034;  32;5669.15; 4.226398;-0.491173
160108003601329;  32;6069.91; 3.832528;-0.704714
160109002001386;  32;5443.09; 4.091784;-0.276817
160109002701152;  32;6299.16; 3.847796;-0.575669
160109002701193;  32;5971.49; 3.669965;-0.180070
160109002701333;  32;6164.18; 3.890944;-0.359974
160109003301037;  32;5770.48; 3.999855;-0.218537
160109003301194;  32;5964.63; 3.858171;-0.330193
160109003301377;  32;6249.39; 3.903814;-0.568053
160109003301379;  32;6086.35; 4.033531;-0.611166
160109003801068;  32;5781.46; 4.086258;-0.084919
160109003801193;  32;6279.77; 3.783678;-1.158852
160110001601107;  32;5540.75; 4.007123;-0.480479
160110001601187;  32;5207.61; 4.102764;-1.030076
160110001601190;  32;5577.54; 3.787387;-0.244288
160110001601209;  32;6197.95; 4.024635;-0.641825
160110001601380;  32;5685.48; 4.042168;-0.353591
160110002101242;  32;5722.43; 3.713649;-0.592341
160110002601169;  32;5647.43; 4.119269; 0.047572
160110003101012;  32;6076.17; 3.837527;-1.084769
160110003101077;  32;5755.94; 3.904491;-0.350792
160110003101089;  32;5530.46; 4.199997;-0.371104
160111001601207;  32;5649.88; 4.037220;-0.642527
160111001601210;  32;5823.92; 4.108737;-0.596653
160111001601387;  32;5973.83; 3.790723;-0.817029
160111002101233;  32;6393.28; 3.830605;-0.499356
160111002101332;  32;6204.77; 3.962947;-0.907924
160111002101336;  32;6371.38; 3.907074;-1.048418
160111002601133;  32;6316.18; 3.634699;-0.473623
160111002601180;  32;6430.89; 3.907348;-0.633775
160112001601115;  32;5927.22; 4.053736;-0.511865
160112001601244;  32;5946.82; 4.015981;-0.470977
160112001601264;  32;4611.57; 2.369022;-0.705374
160112001601284;  32;6263.78; 3.820500;-0.847663
160112001601304;  32;6402.79; 3.809872;-0.503788
160112001601324;  32;6019.72; 3.961321;-0.207738
160112001601370;  32;6106.41; 4.013318;-0.720008
160112002301088;  32;5928.15; 3.991488;-0.530428
160112002301261;  32;5317.87; 4.281036;-0.085220
160112002301392;  32;5738.79; 3.951061;-0.680471
160112002901073;  32;6037.91; 3.769459;-0.851005
160112002901208;  32;5418.56; 3.704117;-0.176659
160113001601033;  32;5933.15; 4.032128;-0.764598
160113001601175;  32;5497.95; 3.924693;-0.458911
160113001601254;  32;5196.00; 3.430295;-0.657632
160113002101031;  32;5962.52; 3.948254;-0.387988
160123002101019;  32;5841.48; 4.006668;-0.833425
160123002101177;  32;6512.52; 3.920865;-0.776567
160123002101261;  32;5983.60; 4.056941;-0.487459
160123002101265;  32;6360.17; 3.811318;-0.937991
160123002101352;  32;5731.74; 3.781337; 0.164705
160123002601031;  32;5718.54; 3.913026;-0.458990
160123002601063;  32;5605.71; 3.975987;-0.256336
160123002601088;  32;6345.14; 3.946265;-0.452715
160123002601169;  32;6100.82; 4.055082;-0.322373
160123002601299;  32;6504.05; 3.606732;-0.369436
160124002601087;  32;5813.89; 3.976939;-0.932129
160124002601333;  32;6169.93; 4.015845;-0.650664
160124003701026;  32;6191.06; 4.033767;-0.150702
160124003701149;  32;5768.01; 3.968348;-0.238299
160124003701301;  32;6245.14; 3.743135;-0.461594
160125001601295;  32;6081.69; 3.984915;-1.011976
160125002401069;  32;6048.74; 3.945631;-0.388757
160125002401090;  32;4820.91; 4.222903;-1.025628
160125002401117;  32;5723.89; 3.992969;-0.332987
160125002401130;  32;5751.99; 4.056358;-0.335317
160125002401144;  32;5724.92; 3.897071; 0.186984
160125002401155;  32;6240.90; 3.990408;-0.368105
160125002401222;  32;5935.54; 3.873433;-0.342744
160125003001111;  32;5992.73; 3.869284;-0.803576
160125003001313;  32;5399.47; 3.608214;-0.398123
160125003001334;  32;5482.67; 3.818321; 0.075551
160125003501167;  32;5833.81; 3.985620;-0.279750
160125003501173;  32;5720.87; 4.079932;-0.592564
160125003501220;  32;5650.85; 3.955159;-0.530554
160125003501261;  32;5889.06; 4.121212;-0.341544
160125004501245;  32;6087.50; 4.126280; 0.028538
160125004501248;  32;6268.66; 3.869493;-0.692482
160125004501263;  32;6745.80; 3.929883;-0.779784
160126002601088;  32;6042.26; 3.992395;-0.547053
160126002601118;  32;5804.48; 3.875591;-0.314261
160126002601163;  32;5944.79; 4.088432;-0.920582
160126002601271;  32;5844.06; 3.899005;-0.047516
160126002601356;  32;6350.98; 3.764930;-0.480722
160126003201020;  32;5736.11; 4.089438;-0.850776
160126003201312;  32;5258.23; 4.239863; 0.209626
160126003201317;  32;5588.20; 4.104349; 0.311817
160126003201328;  32;5749.41; 4.209761;-0.552192
160126003201360;  32;5722.73; 4.159390;-0.242358
160129003101143;  32;6674.98; 3.933986;-0.631903
160129003101160;  32;6122.24; 3.916588;-0.462837
160129003101207;  32;6045.92; 3.946779;-0.120510
160129003101219;  32;5520.21; 4.264036;-0.263375
160129003101275;  32;5992.65; 3.903075;-0.245739
160129003101285;  32;6102.69; 3.948103;-0.390987
160129003101321;  32;6528.73; 3.693462;-0.838940
160129003101342;  32;5549.22; 4.098292;-0.684533
160129003601062;  32;5632.43; 3.533320;-0.446695
160129003601161;  32;6310.15; 3.803085;-0.482358
160129003601166;  32;5738.62; 3.804625;-0.857243
160129003601167;  32;5650.82; 4.142300;-0.415977
160129003601199;  32;5800.20; 3.810945;-0.999152
160129003601256;  32;5938.27; 3.904219;-0.522274
160129003601301;  32;6352.01; 3.965035;-0.310127
160129003601335;  32;6097.82; 3.985818;-0.278422
160129003601391;  32;6466.69; 4.029785;-0.528135
160129003601392;  32;6438.07; 3.985355;-0.351872
160129004201124;  32;6076.42; 4.187201; 0.010587
160129004201177;  32;6297.14; 3.910610;-0.136539
160129004201221;  32;6575.46; 3.471344;-0.477947
160129004201329;  32;5941.63; 3.898047;-0.389817
160129004201376;  32;6396.18; 3.856362;-0.292953
160129004701034;  32;5471.99; 3.977296;-0.353034
160129004701073;  32;5922.61; 3.981746;-0.156453
160129004701113;  32;6560.79; 3.920251;-0.458749
160129004701215;  32;6485.02; 3.330378;-0.763711
160129004701253;  32;6065.62; 3.722432;-0.498923
160129005201218;  32;6378.54; 3.593011;-1.106014
160129005201336;  32;6135.17; 3.859465;-0.304307
160130003101090;  32;6323.64; 4.012687;-0.521795
160130003601040;  32;6114.62; 3.955496;-0.487476
160130003601059;  32;5979.83; 3.722904;-0.278975
160130003601065;  32;6431.62; 3.871097;-1.222005
160130003601118;  32;5765.09; 4.090589;-0.058693
160130003601155;  32;6366.36; 3.501902;-0.841398
160130003601185;  32;6172.48; 3.946067;-0.851472
160130003601216;  32;6112.48; 4.019274;-0.436712
160130003601268;  32;5657.53; 4.003347; 0.484287
160130004101094;  32;6169.86; 3.755009;-0.561546
160130004101168;  32;5805.72; 4.164490; 0.180838
160130004101314;  32;6334.60; 4.069439;-0.403106
160130004101318;  32;5806.99; 4.011112;-0.656971
160130004101347;  32;5385.81; 3.550919;-0.080105
160130004601287;  32;6683.97; 3.797549;-0.831863
160130004601345;  32;6152.11; 3.486575;-0.528850
160130005201025;  32;5685.71; 4.147638;-0.412652
160130005201199;  32;5634.86; 3.992131;-0.483150
160130005201260;  32;6103.25; 3.978338;-0.799373
160130005801001;  32;5799.01; 3.933917;-0.527143
160130005801108;  32;5765.85; 3.859275;-0.691401
160130005801274;  32;6081.16; 3.910706;-0.111291
160130006301051;  32;6368.33; 3.777936;-0.921437
160130006301201;  32;5802.96; 4.172282;-0.589827
160325002101061;  32;5858.02; 3.894002;-0.380159
160325002101075;  32;6223.67; 3.875116;-0.632254
160325002101174;  32;6108.96; 3.883908;-0.013864
160325002101329;  32;5750.79; 4.091987;-0.297338
160325002101379;  32;5959.11; 3.861145;-0.662931
160325002101394;  32;5886.63; 3.724800;-0.517913
160325002701186;  32;5545.23; 4.180459;-0.390878
160325002701283;  32;5747.59; 3.939110;-0.623223
160325002701345;  32;5738.69; 3.965089; 0.097173
160325003201019;  32;6042.90; 4.046943;-0.392490
160325003201084;  32;6153.02; 3.603053;-0.831795
160325003201152;  32;5903.47; 3.939121;-0.347921
160325003201154;  32;6116.49; 3.661885;-0.078370
160325003201171;  32;6634.01; 3.882021;-0.348819
160325003201367;  32;5548.98; 4.227854;-0.203326
160325003201385;  32;6265.26; 4.010049;-0.707470
160325003201391;  32;6151.96; 3.917434;-0.484696
160325003701131;  32;5752.88; 3.976831;-0.189684
160325003701368;  32;5712.75; 4.140976; 0.377641
160325003701381;  32;6055.05; 3.929366;-0.274331
160325004201072;  32;5913.04; 4.024330;-0.685094
160325004201130;  32;5700.82; 3.930857;-0.382124
160325004201235;  32;5312.02; 4.138344;-0.061275
160325004201341;  32;5808.12; 3.802192;-0.360142
160325004701181;  32;6206.91; 4.114254;-0.502357
160325004701210;  32;5598.16; 3.928699;-0.715471
160325004701291;  32;6203.49; 4.055743;-0.283803
160326000101077;  32;5526.45; 3.950972;-0.553701
160326000101095;  32;5877.48; 4.277355; 0.207660
160326000101245;  32;5670.15; 3.497099; 0.203896
160326000101276;  32;5904.51; 3.911372;-0.255526
160326000601005;  32;5513.63; 4.182846;-0.002772
160326000601086;  32;5452.86; 3.877402;-0.261710
160326000601204;  32;5678.56; 4.180252;-0.727788
160326000601397;  32;5611.79; 4.119651;-0.764246
160326001101164;  32;5525.39; 3.467101;-0.227111
160326001101245;  32;5839.29; 3.719293; 0.194515
160326001101268;  32;5987.65; 3.527807;-0.529940
160326001601134;  32;6225.20; 4.011491;-0.403171
160326001601207;  32;5393.48; 3.402792;-0.485899
160326001601241;  32;5684.86; 3.842909; 0.286702
160326001601246;  32;6536.16; 3.808761;-0.480671
160326001601319;  32;5584.67; 3.892416; 0.046149
160326001601356;  32;5467.28; 4.188654;-0.004668
160326002101004;  32;5783.07; 4.001276;-0.383347
160326002101058;  32;5427.78; 4.092902;-0.429466
160327002601016;  32;6299.73; 3.746930;-1.125450
160327002601206;  32;6007.07; 3.660230;-0.386702
160327003101149;  32;6130.70; 3.579629;-0.796275
160327003101245;  32;5966.71; 3.932238;-0.541251
160327003101276;  32;6218.86; 4.017887;-0.547324
160327003101306;  32;6483.99; 3.832686;-0.840062
160327003101358;  32;5176.08; 4.332162;-0.094928
160327003101383;  32;6382.41; 4.163781;-0.381340
160327003601002;  32;6517.51; 3.835398;-0.616038
160327003601018;  32;6010.98; 3.818954;-0.913219
160327003601028;  32;6125.24; 3.674612;-0.626289
160327003601143;  32;5657.15; 3.906509; 0.126705
160327003601153;  32;5666.44; 4.201203;-0.406240
160327003601291;  32;5751.47; 3.995578;-0.353842
160327004101224;  32;5819.90; 4.079137;-0.291654
160327004101233;  32;6005.95; 3.974445;-0.025313
160327004101326;  32;6366.71; 3.997842;-0.731777
160327004601089;  32;6296.79; 3.800723;-0.862178
160327004601103;  32;5600.36; 3.970065;-0.533711
160327004601120;  32;5780.38; 4.253268; 0.136674
160327004601133;  32;6167.58; 3.723118;-0.170471
160327005101036;  32;6068.76; 4.156956;-0.533840
160327005101057;  32;5492.17; 4.121044;-0.392415
160327005101061;  32;5799.66; 4.005160;-0.090125
160327005101075;  32;6265.82; 3.692918;-0.702363
160327005101139;  32;6358.38; 3.742626;-0.664827
160327005101209;  32;6042.35; 3.946578;-0.596712
160327005101251;  32;5367.53; 4.187639; 0.243678
160327005101272;  32;6117.73; 3.537979;-1.024063
160327005101321;  32;6059.87; 3.855529;-0.332513
160327005101365;  32;5717.08; 4.052893;-0.449927
160327005101389;  32;5815.92; 3.994277; 0.215633
160327005601004;  32;5989.92; 4.172490;-0.455554
160327005601037;  32;6116.45; 3.650430;-0.528105
160327005601266;  32;5995.52; 3.729801;-0.515155
160327005601353;  32;6203.88; 3.952390;-1.020713
160327005601391;  32;6512.67; 3.905474;-0.881679
160327006101003;  32;6616.96; 3.975709;-0.667935
160327006101154;  32;5595.39; 4.159657;-0.302930
160327006101217;  32;6185.51; 3.941663;-0.318187
160327006101294;  32;6441.10; 3.880784;-0.717619
160327006601084;  32;5745.00; 3.322691;-0.827250
160327006601276;  32;6826.69; 3.849840;-0.468360
160327006601336;  32;6370.68; 3.694784;-0.389368
160327006601387;  32;5815.40; 3.122267;-0.389237
160328000701032;  32;5920.97; 4.010806;-0.648321
160328000701343;  32;5880.74; 3.946139; 0.061201
160328000701357;  32;5558.11; 3.977760;-0.014461
160328003201030;  32;5388.10; 3.846486;-0.192157
160328003201082;  32;5893.76; 3.930462;-0.682254
160328003201205;  32;5849.96; 4.223553; 0.185314
160328003601231;  32;6029.21; 3.880201;-0.255548
160328003601319;  32;5396.59; 4.192356; 0.131989
160328003601342;  32;5925.47; 3.847389;-0.468112
160328004201031;  32;6000.30; 3.914123;-0.094846
160328004201056;  32;5646.76; 3.755286;-0.310615
160328004201098;  32;5619.33; 3.831065;-0.634631
160328004201111;  32;6165.93; 3.965988;-0.465936
160328004201145;  32;6249.11; 3.746621;-0.455602
160328004201180;  32;5622.17; 4.107540; 0.096624
160328004201392;  32;5981.18; 4.081484;-1.204602
160330001601275;  32;5647.70; 2.923499; 0.387706
160330001601388;  32;5755.42; 4.094995; 0.094975
160330002101020;  32;6313.41; 3.998274;-0.537774
160330002101107;  32;5565.54; 4.158600; 0.121893
160330002101116;  32;5457.65; 4.172965; 0.034046
160330002101183;  32;6127.84; 4.061590;-0.534226
160330002601352;  32;5939.64; 4.050007;-0.376544
160330002601381;  32;5769.88; 3.927153;-0.531737
160330102301094;  32;6229.98; 4.031213;-0.685832
160330102801237;  32;5615.81; 3.984595;-0.132565
160330102801245;  32;5889.78; 3.995067;-0.705068
160330102801273;  32;5367.08; 3.833158; 0.241269
160330102801397;  32;5678.07; 3.984386; 0.133338
160330103301135;  32;5259.24; 4.125462; 0.073660
160330103301177;  32;5712.92; 3.913260;-0.296086
160330103301206;  32;5646.36; 4.121996;-0.481877
160330103301227;  32;5622.54; 3.902767;-0.626031
160330103301229;  32;5827.97; 3.923275;-0.652469
160330103801052;  32;6267.05; 3.613341;-0.318675
160330103801078;  32;5745.20; 3.741443;-0.161332
160330103801088;  32;6217.99; 3.987002;-0.784120
160330103801149;  32;6148.50; 4.010471;-0.872456
160330103801151;  32;5755.18; 4.058475;-0.379864
160330103801169;  32;6054.98; 3.835064;-0.423330
160330103801181;  32;5406.62; 4.019493; 0.011525
160330103801217;  32;6055.55; 3.978262;-0.011262
160330103801271;  32;5528.26; 4.086842;-0.440958
160330103801314;  32;5961.35; 4.063811;-0.161916
160330103801324;  32;5908.50; 3.909568; 0.375662
160330104401227;  32;6209.07; 3.462167;-0.657198
160330104401353;  32;6011.41; 4.075773;-0.078054
160331001701024;  32;5846.26; 4.020401;-0.363351
160331001701112;  32;6329.26; 3.825257;-0.826157
160331001701220;  32;5575.27; 3.978097;-0.461120
160331001701270;  32;6174.81; 3.746896;-0.060704
160331001701278;  32;6101.84; 3.802848;-0.160187
160331002201138;  32;6200.12; 4.213281;-0.516925
160331002701266;  32;5541.02; 3.806382;-0.410247
160331002701310;  32;6345.29; 3.734658;-0.365199
160331002701399;  32;6209.31; 4.002713;-0.693115
160331003201067;  32;5590.10; 4.044526;-0.371209
160331003701197;  32;5772.16; 3.963264;-0.975213
160331003701263;  32;5643.84; 4.000550;-0.407380
160331004801146;  32;6150.68; 3.981219;-0.885794
160331004801194;  32;5633.70; 4.149186;-0.672441
160331004801313;  32;5508.29; 4.036649;-0.133622
160331004801362;  32;6101.32; 3.906004;-0.596106
160331004801381;  32;5748.03; 3.823621;-0.309600
160331005301054;  32;6288.26; 3.834552;-0.591661
160331005301087;  32;6405.67; 3.855861;-0.797178
160331005301092;  32;6315.08; 3.827168;-0.931780
160331005301198;  32;6309.10; 3.819873;-0.679922
160331005301219;  32;5892.68; 4.153082;-0.443153
160331005301241;  32;6502.72; 3.781108;-0.736042
160331005301256;  32;5488.25; 4.084912;-0.481999
160331005301360;  32;5983.74; 3.908271;-0.309363
160331005301376;  32;6349.30; 3.864346;-0.451944
160331005801082;  32;5856.59; 3.839329;-0.021989
160331005801101;  32;5769.30; 4.098613;-0.327699
160331005801335;  32;6428.63; 3.354976;-0.404920
160401001601143;  32;6450.69; 3.743342;-0.836078
160401002101035;  32;5945.35; 3.723193;-0.386949
160401002101066;  32;5683.61; 4.194270;-0.195945
160401002101268;  32;5786.57; 4.131464; 0.207676
160401002101330;  32;5771.11; 4.110834;-0.168274
160401002601061;  32;6256.26; 4.026535;-0.665494
160401002601139;  32;5681.17; 3.819411; 0.186218
160401002601211;  32;5754.60; 3.928975;-0.760423
160401002601269;  32;5751.10; 4.007906;-0.331330
160401002601303;  32;6088.10; 3.712650;-0.624678
160401002601329;  32;6180.04; 4.033105;-0.807152
160401002601358;  32;5915.21; 3.742050;-0.249638
160401003401154;  32;5571.90; 4.172486; 0.311084
160401003401199;  32;5755.28; 4.002011;-0.202141
160401003901166;  32;5773.66; 4.120977;-0.388786
160401004401107;  32;5814.75; 4.006086;-0.544232
160401004401335;  32;6227.54; 3.853507;-0.720285
160401004901066;  32;6142.90; 4.384512; 0.026285
160401004901174;  32;5787.95; 3.391516;-0.173353
160401005401127;  32;5612.03; 4.002465;-0.525399
160401005401208;  32;5780.17; 3.826098;-0.309246
160401005401382;  32;6520.13; 3.820947;-0.015388
160401005901130;  32;6535.52; 3.589170;-0.731556
160401005901167;  32;4586.84; 1.474860;-1.354329
160401005901206;  32;5303.98; 2.596290;-0.018341
160401005901263;  32;5941.79; 3.397117;-0.012902
160402004101046;  32;5891.01; 4.134054;-0.324619
160402004101204;  32;5860.10; 3.969465;-0.554488
160402004101226;  32;5965.57; 4.015524;-0.463884
160402004101235;  32;5619.80; 3.944966;-0.671795
160402004101306;  32;5868.14; 3.999740;-0.196114
160402004101396;  32;5619.87; 4.174717;-0.642732
160402004601024;  32;6220.73; 3.899080;-0.517839
160402004601082;  32;5490.65; 4.162886;-0.019879
160402004601160;  32;6226.05; 3.967344;-1.082124
160402004601317;  32;5678.03; 3.789272; 0.085410
160402005101081;  32;5495.79; 4.001989;-0.122744
160402005101287;  32;5603.29; 4.080782;-0.706896
160402005101338;  32;5751.69; 3.984068;-0.861783
160402005101391;  32;5976.19; 3.945513;-0.414866
160402005601208;  32;5756.38; 4.089768;-0.234399
160402006101323;  32;5700.93; 4.052004;-0.479667
160402006101348;  32;5609.82; 4.009860; 0.096529
160402006601008;  32;5481.27; 3.467020;-0.356881
160402006601111;  32;6523.87; 3.908741;-0.437806
160402007201240;  32;5899.77; 3.841592;-0.265009
160402007201249;  32;6828.66; 3.626827;-0.808356
160402007201279;  32;6112.66; 3.905749;-0.426435
160402007701217;  32;5991.94; 3.882082;-0.356760
160402007701382;  32;6472.90; 3.825135;-0.852000
160402007701398;  32;5815.67; 4.018889;-0.301449
160403002501079;  32;6381.47; 3.668950;-0.945029
160403002501105;  32;6572.39; 4.006186;-0.656420
160403003601249;  32;6291.51; 3.957511;-0.780211
160403004201159;  32;5993.53; 4.007027;-0.405024
160403005201005;  32;5452.32; 4.031093;-0.384209
160403005201034;  32;6398.89; 3.900514;-0.807950
160403005201118;  32;5450.81; 3.810079; 0.002700
160403005201157;  32;5791.23; 3.751478;-0.438132
160403005201179;  32;5807.19; 4.063732;-0.686579
160403005201373;  32;5799.99; 3.960427;-0.403631
160415001601112;  32;6375.55; 3.511928;-0.341641
160415001601261;  32;6375.91; 4.037982;-0.525945
160415002101032;  32;5877.69; 3.934766;-0.431137
160415002101063;  32;5762.18; 3.380408;-0.400973
160415002101099;  32;6620.40; 3.699809;-0.716189
160415002101157;  32;6472.07; 3.847363;-0.596053
160415002101299;  32;5636.27; 4.290374; 0.071066
160415002601006;  32;6205.63; 4.067077;-0.221442
160415002601030;  32;5909.50; 4.107326;-0.199705
160415002601041;  32;6139.01; 3.910091;-0.569285
160415002601095;  32;6410.49; 3.739304;-0.958191
160415002601142;  32;6275.68; 3.809258;-0.590672
160415002601174;  32;6299.52; 3.636376;-0.255873
160415002601276;  32;5606.63; 4.121768;-0.768288
160415003101204;  32;6176.68; 4.142097;-0.332073
160415003101261;  32;5586.79; 3.841962;-0.077370
160415003101264;  32;5951.11; 3.919798;-0.083677
160415003101316;  32;6288.42; 3.870452;-0.351544
160415003601046;  32;6313.66; 4.402607;-0.542371
160415003601051;  32;6009.15; 3.948248;-0.252146
160415003601057;  32;5852.20; 4.207579;-0.484034
160415003601063;  32;5631.98; 4.041956;-0.518468
160415003601236;  32;5816.00; 3.882722; 0.153933
160415003601309;  32;5802.22; 3.972551;-0.295882
160415004101012;  32;5990.47; 3.941974;-0.930969
160415004101016;  32;5839.21; 4.068125;-0.796030
160415004101031;  32;5423.24; 4.115797;-0.194674
160415004101042;  32;5761.51; 4.046453;-0.408813
160415004101083;  32;5844.73; 4.058230;-0.541443
160415004101146;  32;5607.93; 3.975081;-0.603940
160415004101262;  32;5329.92; 4.307755; 0.034211
160415004101291;  32;5458.65; 3.590930;-0.654152
160415004101325;  32;6246.10; 3.929080;-0.569326
160415004101398;  32;5275.47; 4.202884; 0.142758
160415004601320;  32;5860.00; 4.052794;-0.249350
160415005101080;  32;6526.65; 3.910393;-0.386552
160415005101213;  32;6018.92; 3.896531;-0.574697
160415005101380;  32;5762.34; 3.932210; 0.267007
160415005601154;  32;6342.01; 3.892731;-0.314768
160417002201114;  32;6088.30; 3.699672;-0.626664
160417002201394;  32;6409.81; 3.537705;-0.763137
160418002101370;  32;5753.13; 3.531893; 0.101542
160418002601087;  32;5470.97; 4.148314;-0.203460
160418002601331;  32;5245.46; 4.415020; 0.253870
160418003101315;  32;5779.71; 4.132584;-0.375192
160418003101368;  32;6077.88; 3.845177;-1.220752
160418003601157;  32;5684.10; 3.532673;-0.945280
160418003601262;  32;5802.82; 3.979421;-0.454213
160418003601275;  32;6212.01; 3.936401;-0.453406
160418003601284;  32;5653.26; 4.056671; 0.056103
160418003601315;  32;5654.37; 3.943383; 0.091919
160418003601351;  32;5355.30; 3.799570; 0.192803
160418003601398;  32;5728.26; 3.682835;-0.678136
160418004101155;  32;6157.75; 4.145463;-0.196640
160418004101180;  32;5512.24; 4.100886;-0.314625
160418004601023;  32;6078.09; 3.703282;-0.096021
160418004601197;  32;5771.47; 3.867443;-0.099781
160418004601320;  32;5828.95; 4.053634;-0.021985
160418004601381;  32;6318.39; 3.948173;-0.369829
160418005101086;  32;6075.25; 3.923251;-0.524021
160418005101239;  32;5830.73; 3.652248;-0.553041
160418005601174;  32;5922.14; 3.905042;-1.140976
160418005601344;  32;6383.15; 3.793663;-0.407197
160419002101015;  32;6074.12; 3.901818;-0.532550
160419002101072;  32;6304.75; 4.012454;-0.677466
160419002101123;  32;5652.69; 4.046954; 0.017606
160419002101167;  32;6485.77; 3.893836;-0.399045
160419002101263;  32;5661.97; 4.024707;-0.353503
160419002101393;  32;6267.91; 3.953738;-0.060853
160419002601056;  32;5617.38; 4.024065; 0.220045
160419002601192;  32;5510.30; 3.939103;-0.631104
160419002601244;  32;5828.20; 3.925615;-0.411844
160419002601328;  32;5783.56; 4.157540;-0.568046
160419002601329;  32;5804.17; 4.142811;-0.733829
160419002601358;  32;5888.01; 4.069514;-0.141310
160419002601387;  32;6159.97; 4.088940;-0.771407
160419003101119;  32;6334.63; 3.670355;-0.484777
160419003101136;  32;5582.07; 4.014337;-0.602596
